Alloy,Elements,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,W,C,Mg,Zn,Si,N,Li,Sn,B,Y,Pd,Actual phase,Phases considered,References
CoCr1.5FeMo0.5NiAl,"['Co', 'Cr', 'Fe', 'Mo', 'Ni', 'Al']",0.166666,0.166666,0.25,0.166666,0.166666,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.msea.2011.01.072
CoCr2.0FeMo0.5NiAl,"['Co', 'Cr', 'Fe', 'Mo', 'Ni', 'Al']",0.15384,0.15384,0.307692,0.15384,0.15384,0,0,0,0,0,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B2+蟽,0,https://doi.org/10.1016/j.msea.2011.01.072
CrFe1.5Ni0.5Al0.4,"['Cr', 'Fe', 'Ni', 'Al']",0.117647,0,0.29411,0.44117,0.14705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
NbSnTaTiZr,"['Nb', 'Sn', 'Ta', 'Ti', 'Zr']",0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
MoTaVWZr,"['Mo', 'Ta', 'V', 'W', 'Zr']",0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Hf0.5Mo0.5NbSi0.9TiZr,"['Hf', 'Mo', 'Nb', 'Si', 'Ti', 'Zr']",0,0,0,0,0,0,0,0,0.20408,0.20408,0.10204,0.20408,0.10204,0,0,0,0,0,0.18367,0,0,0,0,0,0,BCC+IM,0,https://doi.org/10.1016/j.jallcom.2015.11.091
Cr4.5Mn13.6Ni38.1Sn0.3Ti12V10Zr21.5,"['Cr', 'Mn', 'Ni', 'Sn', 'Ti', 'V', 'Zr']",0,0,0.045,0,0.381,0,0.136,0.12,0.1,0,0,0.215,0,0,0,0,0,0,0,0,0,0.003,0,0,0,IM,0,https://doi.org/10.1016/j.jallcom.2009.09.180
CrFeNiV0.5W,"['Cr', 'Fe', 'Ni', 'V', 'W']",0,0,0.2222222,0.2222222,0.2222222,0,0,0,0.111111,0,0,0,0,0,0.2222222,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1007/s11665-015-1767-8
CrFeNiTiVZr,"['Cr', 'Fe', 'Ni', 'Ti', 'V', 'Zr']",0,0,0.166667,0.166667,0.166667,0,0,0.166667,0.166667,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.ijhydene.2013.05.071
CrFe1.5MnNi0.5,"['Cr', 'Fe', 'Mn', 'Ni']",0,0,0.25,0.375,0.125,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+茂聛鲁,0,https://doi.org/10.1016/j.corsci.2008.04.011
Co2Mo0.8Ni2VW0.8,"['Co', 'Mo', 'Ni', 'V', 'W']",0,0.30303,0,0,0.30303,0,0,0,0.151515,0,0.121212,0,0,0,0.121212,0,0,0,0,0,0,0,0,0,0,FCC+Co7Mo6,0,https://doi.org/10.1016/j.matdes.2016.07.113
CoHfNbNiTiZr,"['Co', 'Hf', 'Nb', 'Ni', 'Ti', 'Zr']",0,0.166666,0,0,0.166666,0,0,0.166666,0,0.166666,0,0.166666,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.pnsc.2015.09.001
Co28.75Fe31.25Ni7.5Ti30V2.5,"['Co', 'Fe', 'Ni', 'Ti', 'V']",0,0.2875,0,0.3125,0.075,0,0,0.3,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1080/21663831.2015.1121168
Co25Fe25Ni10Ti30V10,"['Co', 'Fe', 'Ni', 'Ti', 'V']",0,0.25,0,0.25,0.1,0,0,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1080/21663831.2015.1121168
CoFeNb0.75Ni2V0.5,"['Co', 'Fe', 'Nb', 'Ni', 'V']",0,0.190476,0,0.190476,0.38095,0,0,0,0.095238,0.14285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.jmst.2015.08.006
CoFeMnTiVZr,"['Co', 'Fe', 'Mn', 'Ti', 'V', 'Zr']",0,0.166666,0,0.166666,0,0,0.166666,0.166666,0.166666,0,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.ijhydene.2010.06.012
Co25Fe25Mn15Ni15Ti12.5V7.5,"['Co', 'Fe', 'Mn', 'Ni', 'Ti', 'V']",0,0.25,0,0.25,0.15,0,0.15,0.125,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1080/21663831.2015.1121168
CoFeMnMoNi,"['Co', 'Fe', 'Mn', 'Mo', 'Ni']",0,0.2,0,0.2,0.2,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+D85,0,https://doi.org/10.1016/j.actamat.2013.01.042
CoCuFeNiSn0.5,"['Co', 'Cu', 'Fe', 'Ni', 'Sn']",0,0.22222,0,0.22222,0.22222,0.22222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0,0,0,FCC+IM,0,https://doi.org/10.1016/j.msea.2012.03.080
CoCuFeNiSn0.1,"['Co', 'Cu', 'Fe', 'Ni', 'Sn']",0,0.243902,0,0.243902,0.243902,0.243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243902,0,0,0,FCC+IM,0,https://doi.org/10.1016/j.msea.2012.03.080
CoCuFeNiSn0.2,"['Co', 'Cu', 'Fe', 'Ni', 'Sn']",0,0.23809,0,0.23809,0.23809,0.23809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619,0,0,0,FCC+IM,0,https://doi.org/10.1016/j.msea.2012.03.080
CoCuFeNiSn0.02,"['Co', 'Cu', 'Fe', 'Ni', 'Sn']",0,0.248756,0,0.248756,0.248756,0.248756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049751,0,0,0,FCC,2,https://doi.org/10.1016/j.msea.2012.03.080
CoCuFeNiSn0.04,"['Co', 'Cu', 'Fe', 'Ni', 'Sn']",0,0.247524,0,0.247524,0.247524,0.247524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099,0,0,0,FCC+IM,0,https://doi.org/10.1016/j.msea.2012.03.080
CoCuFeNiSn0.05,"['Co', 'Cu', 'Fe', 'Ni', 'Sn']",0,0.246913,0,0.246913,0.246913,0.246913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012345,0,0,0,FCC+IM,0,https://doi.org/10.1016/j.msea.2012.03.080
CoCuFeNiSn0.07,"['Co', 'Cu', 'Fe', 'Ni', 'Sn']",0,0.2457,0,0.2457,0.2457,0.2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01719,0,0,0,FCC+IM,0,https://doi.org/10.1016/j.msea.2012.03.080
CoCrFeNiW,"['Co', 'Cr', 'Fe', 'Ni', 'W']",0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
CoCrFeNiZr,"['Co', 'Cr', 'Fe', 'Ni', 'Zr']",0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Al0.2Co1.5CrFeNi1.5Ti0.5,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Ti']",0.035087,0.263157,0.175438,0.175438,0.263157,0,0,0.087719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Co1.5CrFeNi1.5Ti,"['Co', 'Cr', 'Fe', 'Ni', 'Ti']",0,0.25,0.1666666,0.1666666,0.25,0,0,0.1666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+IM,0,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Co1.5CrFeNi1.5Ti0.5,"['Co', 'Cr', 'Fe', 'Ni', 'Ti']",0,0.272727,0.181818,0.181818,0.272727,0,0,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
CoCrFeNiTi0.3,"['Co', 'Cr', 'Fe', 'Ni', 'Ti']",0,0.23255,0.23255,0.23255,0.23255,0,0,0.06976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+HCP+L12,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
CoCrFeNiTi0.5,"['Co', 'Cr', 'Fe', 'Ni', 'Ti']",0,0.222222,0.222222,0.222222,0.222222,0,0,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
CoCrFeNiTa,"['Co', 'Cr', 'Fe', 'Ni', 'Ta']",0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Co0.5CrFeNiTi0.5,"['Co', 'Cr', 'Fe', 'Ni', 'Ti']",0,0.125,0.25,0.25,0.25,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+脧茠,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
CoCrFeNbNi,"['Co', 'Cr', 'Fe', 'Nb', 'Ni']",0,0.2,0.2,0.2,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
CoCrFeNb0.3Ni,"['Co', 'Cr', 'Fe', 'Nb', 'Ni']",0,0.232558,0.232558,0.232558,0.232558,0,0,0,0,0.069767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Co1.5CrFeMo0.1Ni1.5Ti0.5,"['Co', 'Cr', 'Fe', 'Mo', 'Ni', 'Ti']",0,0.267857,0.17857,0.17857,0.267857,0,0,0.089285,0,0,0.017857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Co1.5CrFeMo0.5Ni1.5Ti0.5,"['Co', 'Cr', 'Fe', 'Mo', 'Ni', 'Ti']",0,0.25,0.166666,0.166666,0.25,0,0,0.083333,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+脧茠,0,https://doi.org/10.1016/j.corsci.2010.04.004
Co1.5CrFeMo0.8Ni1.5Ti0.5,"['Co', 'Cr', 'Fe', 'Mo', 'Ni', 'Ti']",0,0.238095,0.15873,0.15873,0.238095,0,0,0.079365,0,0,0.126984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+脧茠,0,https://doi.org/10.1016/j.corsci.2010.04.004
CoCrFeMo0.3Ni,"['Co', 'Cr', 'Fe', 'Mo', 'Ni']",0,0.23255,0.23255,0.23255,0.23255,0,0,0,0,0,0.06976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.matchar.2012.05.005
CoCrFeMo0.5Ni,"['Co', 'Cr', 'Fe', 'Mo', 'Ni']",0,0.222222,0.222222,0.222222,0.222222,0,0,0,0,0,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+IM,0,https://doi.org/10.1016/j.matchar.2012.05.005
CoCrFeMo0.85Ni,"['Co', 'Cr', 'Fe', 'Mo', 'Ni']",0,0.2061855,0.2061855,0.2061855,0.2061855,0,0,0,0,0,0.175257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+脧茠+D85,0,https://doi.org/10.1016/j.matchar.2012.05.005
CoCrFeMoNi,"['Co', 'Cr', 'Fe', 'Mo', 'Ni']",0,0.2,0.2,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Co0.5CrFeMn1.5Ni ,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",0,0.1,0.2,0.2,0.2,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+IM,0,https://doi.org/10.1016/j.corsci.2018.02.031
Co1.5Cr0.5FeMn0.5Ni,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",0,0.333333,0.111111,0.2222222,0.2222222,0,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Co1.4CrFeMnNi,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",0,0.25925,0.185185,0.185185,0.185185,0,0.185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
CoCr0.4Fe8Mn5.4Ni5.2,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",0,0.0526315,0.0210526,0.421052,0.273684,0,0.28421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
CoCr0.75FeMn0.75Ni,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",0,0.222222,0.166666,0.222222,0.222222,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
CoCr1.25FeMn0.25Ni,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",0,0.222222,0.277777,0.222222,0.222222,0,0.055555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
CoCrFe0.5Mn0.5Ni1.5,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",0,0.222222,0.222222,0.11111,0.333333,0,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
CoCrFeHfNi,"['Co', 'Cr', 'Fe', 'Hf', 'Ni']",0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
CoCrCu0.5FeNi,"['Co', 'Cr', 'Cu', 'Fe', 'Ni']",0,0.222222,0.222222,0.222222,0.222222,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
CoCrCuFeNiZr,"['Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Zr']",0,0.166666,0.166666,0.166666,0.166666,0.166666,0,0,0,0,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
CoCrCuFeMnNi,"['Co', 'Cr', 'Cu', 'Fe', 'Mn', 'Ni']",0,0.166666,0.166666,0.166666,0.166666,0.166666,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
CoCrCuFeNiTi0.8 ,"['Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0,0.172413,0.172413,0.172413,0.172413,0.172413,0,0.137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+IM,0,https://doi.org/10.1016/j.intermet.2006.08.005
C0.1CoCrFeMnNi,"['C', 'Co', 'Cr', 'Fe', 'Mn', 'Ni']",0,0.196078,0.196078,0.196078,0.196078,0,0.196078,0,0,0,0,0,0,0,0,0.0196078,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
C0.25CoCrFeMnNi,"['C', 'Co', 'Cr', 'Fe', 'Mn', 'Ni']",0,0.190476,0.190476,0.190476,0.190476,0,0.190476,0,0,0,0,0,0,0,0,0.047619,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
C0.175CoCrFeMnNi,"['C', 'Co', 'Cr', 'Fe', 'Mn', 'Ni']",0,0.193236,0.193236,0.193236,0.193236,0,0.193236,0,0,0,0,0,0,0,0,0.033816,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.jallcom.2016.06.103
Al1.5NbTiVZr,"['Al', 'Nb', 'Ti', 'V', 'Zr']",0.2181818,0,0,0,0,0,0,0.188181,0.188181,0.188181,0,0.188181,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Al2NbTi3V2Zr,"['Al', 'Nb', 'Ti', 'V', 'Zr']",0.2222222,0,0,0,0,0,0,0.333333,0.11111,0.11111,0,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
AlNbTaTiZr,"['Al', 'Nb', 'Ta', 'Ti', 'Zr']",0.2,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,IM,0,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
AlCuTiYZr,"['Al', 'Cu', 'Ti', 'Y', 'Zr']",0.2,0,0,0,0,0.2,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
AlCu0.2Li0.5MgZn0.5,"['Al', 'Cu', 'Li', 'Mg', 'Zn']",0.3125,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.3125,0.15625,0,0,0.15625,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
AlCrNbTiVZr,"['Al', 'Cr', 'Nb', 'Ti', 'V', 'Zr']",0.166666,0,0.166666,0,0,0,0,0.166666,0.166666,0.166666,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
AlFeNiTiVZr,"['Al', 'Fe', 'Ni', 'Ti', 'V', 'Zr']",0.166666,0,0,0.166666,0.166666,0,0,0.166666,0.166666,0,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
AlCrMoSiTi,"['Al', 'Cr', 'Mo', 'Si', 'Ti']",0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,IM,0,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
AlCr4.5Mn13.6Ni37.1Sn0.3Ti12V10Zr21.5,"['Al', 'Cr', 'Mn', 'Ni', 'Sn', 'Ti', 'V', 'Zr']",0.01,0,0.045,0,0.371,0,0.136,0.12,0.1,0,0,0.215,0,0,0,0,0,0,0,0,0,0.003,0,0,0,IM,0,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Al0.5CrFeNiTiV,"['Al', 'Cr', 'Fe', 'Ni', 'Ti', 'V']",0.090909,0,0.181818,0.181818,0.181818,0,0.181818,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Al5Cr32Fe35Ni22Ti6,"['Al', 'Cr', 'Fe', 'Ni', 'Ti']",0.05,0,0.32,0.35,0.22,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Al15Cr5Fe30Ni30Ti20,"['Al', 'Cr', 'Fe', 'Ni', 'Ti']",0.15,0,0.05,0.3,0.3,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
AlCrFeMo0.8Ni,"['Al', 'Cr', 'Fe', 'Mo', 'Ni']",0.208333,0,0.208333,0.208333,0.208333,0,0,0,0,0,0.16666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
AlCrCuFeNi2,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.166666,0,0.166666,0.166666,0.333333,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Al0.3CrFe1.5MnNi0.5,"['Al', 'Cr', 'Fe', 'Mn', 'Ni']",0.069767,0,0.232558,0.348837,0.116279,0,0.232558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Al0.8CrFe1.5MnNi0.5,"['Al', 'Cr', 'Fe', 'Mn', 'Ni']",0.166666,0,0.20833,0.3125,0.104166,0,0.20833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Al14.1Cr6Fe28.2Mn32.9Ni18.8,"['Al', 'Cr', 'Fe', 'Mn', 'Ni']",0.141,0,0.06,0.282,0.188,0,0.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
AlCrFeMo0.2Ni,"['Al', 'Cr', 'Fe', 'Mo', 'Ni']",0.23809,0,0.23809,0.23809,0.23809,0,0,0,0,0,0.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+B2(ordered BCC),1,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Al1.5CrCuFeNi2,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.230769,0,0.153846,0.153846,0.30769,0.153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.jallcom.2013.01.007
Al1.8CrCuFeNi,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.3103448,0,0.172413,0.172413,0.172413,0.172413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+B2(ordered BCC),1,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Al2.0CrCuFeNi,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.3333333,0,0.166666,0.166666,0.166666,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+B2(ordered BCC),1,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Al2.2CrCuFeNi,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.354838,0,0.16129,0.16129,0.16129,0.16129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+B2(ordered BCC),1,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Al2.5CrCuFeNi,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.384615,0,0.153846,0.153846,0.153846,0.153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+B2(ordered BCC),1,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Al2CrCuFeNi2,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.285714,0,0.142857,0.142857,0.285714,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
AlCrCu0.5FeNi,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.2222222,0,0.2222222,0.2222222,0.2222222,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3166/acsm.31.669-684
Al0.2CrCuFeNi,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.047619,0,0.23809,0.23809,0.23809,0.23809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Al0.2CrCuFeNi2,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.0384615,0,0.192307,0.192307,0.384615,0.192307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Al0.3CrCuFeNi2,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.0566037,0,0.188679,0.188679,0.188679,0.188679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Al0.4CrCuFeNi,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.09090909,0,0.22727,0.22727,0.22727,0.22727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Al0.4CrCuFeNi2,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.074074,0,0.185185,0.185185,0.37037,0.185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Al0.5CrCuFeNi,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.11111111,0,0.22222,0.22222,0.22222,0.22222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Al0.6CrCuFeNi2,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.053571,0,0.17857,0.17857,0.17857,0.17857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Al0.7CrCuFeNi,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.148936,0,0.212765,0.212765,0.212765,0.212765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Al0.8CrCuFeNi,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.166666,0,0.208333,0.208333,0.208333,0.208333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+FCC,3,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Al0.8CrCuFeNi2,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.137931,0,0.172413,0.172413,0.344827,0.172413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Al0.9CrCuFeNi,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.183673,0,0.204081,0.204081,0.204081,0.204081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+FCC+B2(ordered BCC),3,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
